"15453","27474","75411","81565","83856","83989","85686","86233","88258","90440"
,Returns,Ratio
2014-04-30,0.0014630408573,0.00014630408573
2014-05-31,0.0010531742965,0.00010531742965
2014-06-30,0.0019141025025,0.00019141025025
2014-07-31,0.0019720734227,0.00019720734227
2014-08-31,0.0020920254987,0.00020920254987
2014-09-30,0.0050434253652,0.00050434253652
2014-10-31,0.0187196975313,0.00187196975313
2014-11-30,0.0100244883905,0.00100244883905
2014-12-31,0.0225390828685,0.00225390828685
2015-01-31,0.0034271172933,0.00034271172933
2015-02-28,0.0006012869353,6.012869353e-05
2015-03-31,0.0032760284722,0.00032760284722
2015-04-30,0.0189343617575,0.00189343617575
2015-05-31,0.0011133878275,0.00011133878275
2015-06-30,0.0017223520688,0.00017223520688
2015-07-31,0.0103216039027,0.00103216039027
2015-08-31,0.0011949727468,0.00011949727468
2015-09-30,0.0056236636552,0.00056236636552
2015-10-31,0.0024827081112,0.00024827081112
2015-11-30,0.0038915007967,0.00038915007967
2015-12-31,0.0250733116512,0.00250733116512
"13856","75550","76083","77302","77817","81546","83728","90313","91058","91083"
,Returns,Ratio
2007-01-31,0.0048929955916,0.00048929955916
2007-02-28,0.00235090974179,0.000235090974179
2007-03-31,0.000975968723389,9.75968723389e-05
2007-04-30,0.00252764097766,0.000252764097766
2007-05-31,0.00266837724134,0.000266837724134
2007-06-30,0.00161546506062,0.000161546506062
2007-07-31,0.00894161825667,0.000894161825667
2007-08-31,0.00337533264293,0.000337533264293
2007-09-30,0.00835073065911,0.000835073065911
2007-10-31,0.00629654027778,0.000629654027778
2007-11-30,0.00382211936794,0.000382211936794
2007-12-31,0.00423891978994,0.000423891978994
2008-01-31,0.00882371150378,0.000882371150378
2008-02-29,0.00169524779494,0.000169524779494
2008-03-31,0.00214433941094,0.000214433941094
2008-04-30,0.00592113913275,0.000592113913275
2008-05-31,0.00959567164078,0.000959567164078
2008-06-30,0.00222768657386,0.000222768657386
2008-07-31,0.00451623929769,0.000451623929769
2008-08-31,0.00733877761394,0.000733877761394
2008-09-30,0.0131920666886,0.00131920666886
2008-10-31,0.0165626779677,0.00165626779677
2008-11-30,0.0363554342722,0.00363554342722
2008-12-31,0.0174601923356,0.00174601923356
2009-01-31,0.006293614092,0.0006293614092
2009-02-28,0.00904958447494,0.000904958447494
2009-03-31,0.0269574732437,0.00269574732438
2009-04-30,0.022895592528,0.0022895592528
2009-05-31,0.0168673797611,0.00168673797611
2009-06-30,0.00921081980736,0.000921081980736
2009-07-31,0.0204545174993,0.00204545174993
2009-08-31,0.00383271701575,0.000383271701575
2009-09-30,0.00758687007136,0.000758687007136
2009-10-31,0.006130423481,0.0006130423481
2009-11-30,0.0807785708551,0.00807785708551
2009-12-31,0.00546740313361,0.000546740313361
2010-01-31,0.0062663353385,0.00062663353385
2010-02-28,0.0114405625886,0.00114405625886
2010-03-31,0.00311350175703,0.000311350175703
2010-04-30,0.0148933062169,0.00148933062169
2010-05-31,0.00336340194678,0.000336340194678
2010-06-30,0.00315314518594,0.000315314518594
2010-07-31,0.006295795401,0.0006295795401
2010-08-31,0.0151398224424,0.00151398224424
2010-09-30,0.00202930448125,0.000202930448125
2010-10-31,0.00550978805875,0.000550978805875
2010-11-30,0.00199920772353,0.000199920772353
2010-12-31,0.00901367796744,0.000901367796744
2011-01-31,0.005281100791,0.0005281100791
2011-02-28,0.0131674131807,0.00131674131807
2011-03-31,0.0117806638786,0.00117806638786
2011-04-30,0.00268658881253,0.000268658881253
2011-05-31,0.0424618039033,0.00424618039033
2011-06-30,0.147607203346,0.0147607203346
2011-07-31,0.00275781017794,0.000275781017794
2011-08-31,0.0113779295554,0.00113779295554
2011-09-30,0.003775667632,0.0003775667632
2011-10-31,0.00925011636703,0.000925011636703
2011-11-30,0.0106789101643,0.00106789101643
2011-12-31,0.0043705243365,0.00043705243365
2012-01-31,0.0412980838538,0.00412980838538
2012-02-29,0.0204057596046,0.00204057596046
2012-03-31,0.00221295361427,0.000221295361427
2012-04-30,0.00627119270641,0.000627119270641
2012-05-31,0.00990790147343,0.000990790147343
2012-06-30,0.00138649015613,0.000138649015613
2012-07-31,0.00170475655743,0.000170475655743
2012-08-31,0.00317096896484,0.000317096896484
2012-09-30,0.00104355029907,0.000104355029907
2012-10-31,0.00902496638641,0.000902496638641
2012-11-30,0.00306730192941,0.000306730192941
2012-12-31,0.00336353436998,0.000336353436998
2013-01-31,0.00268622081543,0.000268622081543
2013-02-28,0.00926929841657,0.000926929841657
2013-03-31,0.0011526708717,0.00011526708717
2013-04-30,0.00110330609771,0.000110330609771
2013-05-31,0.00828402591707,0.000828402591707
2013-06-30,0.00267914308257,0.000267914308257
2013-07-31,0.0259638767413,0.00259638767413
2013-08-31,0.0178204302474,0.00178204302474
2013-09-30,0.00300199508164,0.000300199508164
2013-10-31,0.0025879222317,0.00025879222317
2013-11-30,0.0086956566,0.00086956566
2013-12-31,0.00121997116907,0.000121997116907
2014-01-31,0.00270127603229,0.000270127603229
2014-02-28,0.00211644182021,0.000211644182021
2014-03-31,0.002162314746,0.0002162314746
2014-04-30,0.00503377682429,0.000503377682429
2014-05-31,0.00413668257336,0.000413668257336
2014-06-30,0.000336319733643,3.36319733643e-05
2014-07-31,0.00195102652641,0.000195102652641
2014-08-31,0.000699531414554,6.99531414554e-05
2014-09-30,0.00168905151314,0.000168905151314
2014-10-31,0.000370191025268,3.70191025268e-05
2014-11-30,0.00362942112498,0.000362942112498
2014-12-31,0.00332742432457,0.000332742432457
2015-01-31,0.00249675672364,0.000249675672364
2015-02-28,0.00270282806355,0.000270282806355
2015-03-31,0.000674903275839,6.74903275839e-05
2015-04-30,0.00290832697821,0.000290832697821
2015-05-31,0.000699770002786,6.99770002786e-05
2015-06-30,0.00622561758936,0.000622561758936
2015-07-31,0.00741456801341,0.000741456801341
2015-08-31,0.00258139563629,0.000258139563629
2015-09-30,0.00337805789393,0.000337805789393
2015-10-31,0.00275031694341,0.000275031694341
2015-11-30,0.000769340869643,7.69340869643e-05
2015-12-31,0.00811582512771,0.000811582512771
"12350","77300","82664","83529","85645","88341","90037","91324","92402","92704"
,Returns,Ratio
2007-01-31,0.00365428608562,0.000365428608562
2007-02-28,0.0193638035823,0.00193638035823
2007-03-31,0.00250840041324,0.000250840041324
2007-04-30,0.0171358203046,0.00171358203046
2007-05-31,0.0122430630803,0.00122430630803
2007-06-30,0.00807630612362,0.000807630612362
2007-07-31,0.00411048045581,0.000411048045581
2007-08-31,0.00444200528281,0.000444200528281
2007-09-30,0.0030136447569,0.00030136447569
2007-10-31,0.00285969709433,0.000285969709433
2007-11-30,0.0101563224432,0.00101563224432
2007-12-31,0.0253831855294,0.00253831855294
2008-01-31,0.00663245835914,0.000663245835914
2008-02-29,0.0182213252782,0.00182213252782
2008-03-31,0.00745370418927,0.000745370418927
2008-04-30,0.0226155324351,0.00226155324351
2008-05-31,0.0241479725956,0.00241479725956
2008-06-30,0.0263233266354,0.00263233266354
2008-07-31,0.0226141479896,0.00226141479896
2008-08-31,0.0178830162119,0.00178830162119
2008-09-30,0.0176806739375,0.00176806739375
2008-10-31,0.0204702196624,0.00204702196624
2008-11-30,0.0550430490032,0.00550430490032
2008-12-31,0.0363660685923,0.00363660685923
2009-01-31,0.0137313884044,0.00137313884044
2009-02-28,0.020231137509,0.0020231137509
2009-03-31,0.0891530504677,0.00891530504677
2009-04-30,0.0160311489322,0.00160311489322
2009-05-31,0.0598556454857,0.00598556454857
2009-06-30,0.0222021078112,0.00222021078112
2009-07-31,0.0064749939045,0.00064749939045
2009-08-31,0.00330164742025,0.000330164742025
2009-09-30,0.00820298280078,0.000820298280078
2009-10-31,0.00644345921753,0.000644345921753
2009-11-30,0.00246865327125,0.000246865327125
2009-12-31,0.0108835673844,0.00108835673844
2010-01-31,0.00564246910569,0.000564246910569
2010-02-28,0.00569394896386,0.000569394896386
2010-03-31,0.0362754830895,0.00362754830895
2010-04-30,0.00967079087675,0.000967079087675
2010-05-31,0.0055779136927,0.00055779136927
2010-06-30,0.00510313514886,0.000510313514886
2010-07-31,0.00591384448743,0.000591384448743
2010-08-31,0.00979221024798,0.000979221024798
2010-09-30,0.0041138820177,0.00041138820177
2010-10-31,0.00291706259107,0.000291706259107
2010-11-30,0.0107102817789,0.00107102817789
2010-12-31,0.0113786246264,0.00113786246264
2011-01-31,0.00257140860703,0.000257140860703
